 0.064,  0.1,  0.064,  0.055,  0.1,  0.1,  0.1,  0.1,  0.4014,  5.08879955219,  0.2,  0.0
 0.073,  0.1,  0.064,  0.055,  0.082,  0.1,  0.1,  0.091,  0.404,  5.08672872476,  0.2,  0.0
 0.064,  0.1,  0.064,  0.055,  0.082,  0.091,  0.1,  0.1,  0.4144,  5.10986203373,  0.2,  0.0
 0.064,  0.1,  0.091,  0.055,  0.082,  0.1,  0.1,  0.1,  0.415,  5.02563071665,  0.2,  0.0
 0.064,  0.082,  0.064,  0.055,  0.082,  0.1,  0.1,  0.1,  0.4158,  5.10308226169,  0.2,  0.0
 0.064,  0.1,  0.1,  0.055,  0.082,  0.1,  0.1,  0.1,  0.4194,  5.00926714422,  0.2,  0.0
 0.064,  0.082,  0.0775,  0.055,  0.082,  0.1,  0.1,  0.1,  0.4233,  5.08207551964,  0.2,  0.0
 0.064,  0.082,  0.0775,  0.055,  0.0955,  0.1,  0.1,  0.1,  0.4248,  5.0981391792,  0.2,  0.0
 0.064,  0.082,  0.082,  0.055,  0.082,  0.1,  0.1,  0.1,  0.4256,  5.07485409794,  0.2,  0.0
 0.064,  0.1,  0.064,  0.055,  0.1,  0.1,  0.082,  0.1,  0.4256,  5.1738410596,  0.2,  0.0
 0.064,  0.0865,  0.091,  0.03925,  0.082,  0.091,  0.1,  0.1,  0.4258,  5.11247443763,  0.2,  0.0
 0.064,  0.0865,  0.091,  0.055,  0.082,  0.1,  0.1,  0.1,  0.4264,  5.05101525407,  0.2,  0.0
 0.064,  0.1,  0.091,  0.055,  0.082,  0.1,  0.091,  0.1,  0.427,  5.06842372022,  0.2,  0.0
 0.064,  0.082,  0.091,  0.055,  0.064,  0.1,  0.1,  0.1,  0.4281,  5.03702211253,  0.2,  0.0
 0.064,  0.1,  0.091,  0.055,  0.082,  0.091,  0.1,  0.1,  0.4294,  5.06739637174,  0.2,  0.0
 0.064,  0.082,  0.091,  0.055,  0.082,  0.1,  0.1,  0.1,  0.4302,  5.05919255287,  0.2,  0.0
 0.064,  0.1,  0.0505,  0.09775,  0.064,  0.1,  0.1,  0.1,  0.4305,  5.01907247541,  0.2,  0.0
 0.091,  0.1,  0.091,  0.1,  0.055,  0.1,  0.1,  0.1,  0.4336,  4.88042947779,  0.2,  0.0
 0.064,  0.082,  0.0955,  0.055,  0.1,  0.1,  0.1,  0.1,  0.4345,  5.07279460255,  0.2,  0.0
 0.091,  0.1,  0.091,  0.1,  0.064,  0.1,  0.1,  0.1,  0.4349,  4.8906930112,  0.2,  0.0
 0.064,  0.1,  0.064,  0.0955,  0.064,  0.1,  0.1,  0.1,  0.4356,  5.00075011252,  0.2,  0.0
 0.064,  0.1,  0.064,  0.0955,  0.0775,  0.1,  0.1,  0.1,  0.4373,  5.01579976927,  0.2,  0.0
 0.064,  0.1,  0.064,  0.09775,  0.064,  0.1,  0.1,  0.1,  0.4376,  4.99775101204,  0.2,  0.0
 0.091,  0.1,  0.1,  0.1,  0.064,  0.1,  0.1,  0.1,  0.439,  4.87281941331,  0.2,  0.0
 0.091,  0.1,  0.091,  0.091,  0.064,  0.091,  0.1,  0.1,  0.4411,  4.94339809185,  0.2,  0.0
 0.064,  0.0955,  0.064,  0.09775,  0.064,  0.1,  0.1,  0.1,  0.4415,  5.006508461,  0.2,  0.0
 0.091,  0.082,  0.091,  0.091,  0.064,  0.1,  0.1,  0.1,  0.4422,  4.93510339042,  0.2,  0.0
 0.064,  0.1,  0.0775,  0.0955,  0.064,  0.1,  0.1,  0.1,  0.4422,  4.97735304365,  0.2,  0.0
 0.064,  0.1,  0.091,  0.08875,  0.064,  0.1,  0.1,  0.1,  0.4426,  4.96080960413,  0.2,  0.0
 0.091,  0.1,  0.1,  0.1,  0.055,  0.1,  0.091,  0.1,  0.4491,  4.90027931592,  0.2,  0.0
 0.091,  0.073,  0.091,  0.091,  0.064,  0.1,  0.1,  0.1,  0.4496,  4.94902504207,  0.2,  0.0
 0.091,  0.082,  0.091,  0.1,  0.064,  0.1,  0.1,  0.1,  0.4503,  4.92319810949,  0.2,  0.0
